"手语是听障人士和健听人士之间实现有效沟通的""桥梁""。手语翻译员是以手语（手指语、手势语）、口语为交际手段，在听障人士与健听人士间进行传译服务。手语翻译人员职业的确立，对于创造无障碍交流的社会人文环境将起到积极的推动作用。本专业培养德、智、体、美、劳全面发展，具有博爱精神和人文情怀，扎实的手语、汉语基础，广博的多元文化知识和较强的手语汉语互译能力和多元文化交际与沟通能力，且具有较强的社会责任感和职业道德的高素质应用型手语翻译工作者。","中国语言文学类","文学","92","手语翻译",\N,\N,\N,\N,"050109T",\N
"桑戈语是一种语言。尼日尔-科尔多凡语系Niger-Kordofanian family非洲最大的语系。分布地区从非洲西部的塞内加尔，穿过上几内亚高原区到东部的肯尼亚，然后向南直到大陆南端的好望角，约有900种语言。使用人口2亿多。尼日尔-科尔多凡语系包括科尔多凡语族和尼日尔-刚果语族。前者只有几种语言，分布于苏丹科尔多凡省的努巴山区；后者是大语族，包括6个语支：西大西洋语支，曼迪语支，古尔语支，库阿语支，阿达马瓦-东部语支，贝努埃-刚果语支。中非共和国（The Central African Republic）人口：350万（1998年）。全国有大小部族32个，主要有巴雅，班达、桑戈和曼吉阿族等。官方语言为法语。通用桑戈语。居民信奉原始宗教的占60%，天主教占20%，基督教新教占15%，伊斯兰教占5%。","外国语言文学类","文学","93","桑戈语",\N,\N,\N,\N,"050200T",\N
"英语专业是培养具有扎实的英语语言基础和较为广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的英语高级专门人才的学科。英语（英语语言文学）、翻译、商务英语都属于英语类专业。英语专业学生主要学习英语语言学、文学，英语国家的历史、政治、经济、外交和社会文化等方面基本理论知识，受到英语听、说、读、写、译的良好的技能训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平以及较高的综合素质能力。","外国语言文学类","文学","94","英语",\N,\N,\N,\N,"50201",\N
"俄语专业培养的目标是使学生在大学本科阶段掌握扎实的俄语语言基础知识和语言基本技能，熟练的俄语语言运用能力，并且通过教育理论课程和教育实习环节形成良好的教师素养，使学生获得从事俄语教学的基本能力和俄语教育研究的基本能力。该专业学生主要学习俄语语言基础知识，受到俄语听、说、读、写、译等方面的语言基本技能训练，能够较熟练的使用计算机进行俄语及汉语的文字处理，通过教育理论课程和教育实习环节形成良好的教师素养，获得从事俄语教学的基本能力和俄语教育研究的基本能力。","外国语言文学类","文学","95","俄语",\N,\N,\N,\N,"50202",\N
"德语专业培养就具有扎实的德语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的德语高级专门人才。该专业学生主要接受相应语听、说、读、写、译等方面良好的技巧训练，学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，掌握一定的科研方法，培养从事翻译、研究、教学、管理等工作较好的素质和较强的能力。","外国语言文学类","文学","96","德语",\N,\N,\N,\N,"50203",\N
"法语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","97","法语",\N,\N,\N,\N,"50204",\N
"西班牙语专业培养具有扎实的相应于语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","98","西班牙语",\N,\N,\N,\N,"50205",\N
"阿拉伯语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业是根据国家经济文化发展和对外交流的需求而设置的，带有较强的计划性。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","99","阿拉伯语",\N,\N,\N,\N,"50206",\N
"日语专业培养具有扎实的相应于语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","100","日语",\N,\N,\N,\N,"50207",\N
"波斯语专业主要培养高等和中等学校进行教学和教学研究的教师及其他教育工作者。毕业生获得的知识和能力与上列相近，主干学科、修业年限和授予学位均同上。本专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。","外国语言文学类","文学","101","波斯语",\N,\N,\N,\N,"50208",\N
"朝鲜语专业（又称韩国语专业）培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。中韩建交后，中国大学朝鲜语专业大部分教材是韩国语为主。主流教材包括韩国语精读、韩国语口语、韩国语听力、经贸韩国语、韩国社会与文化、翻译教程、写作教程等。教材内容充分反映当今韩国社会文化主题，也适当体现中国的文化元素，使学习者能够在轻松愉快的气氛中学习韩国语。练习题的设计尽量做到丰富多样并与韩国语能力考试接轨。","外国语言文学类","文学","102","朝鲜语",\N,\N,\N,\N,"50209",\N
"菲律宾语专业培养具有扎实的菲律宾语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的菲律宾语高级专门人才。该专业学生主要学习菲律宾语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到菲律宾语、听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强能力。","外国语言文学类","文学","103","菲律宾语",\N,\N,\N,\N,"50210",\N
"梵语巴利语专业培养具有扎实的菲律宾语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的梵语巴利语高级专门人才。该专业学生主要学习梵语巴利语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到梵语巴利语、听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强能力。","外国语言文学类","文学","104","梵语巴利语",\N,\N,\N,\N,"50211",\N
"印度尼西亚语专业培养具有扎实的菲律宾语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的印度尼西亚语高级专门人才。该专业学生主要学习印度尼西亚语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到印度尼西亚语、听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强能力。","外国语言文学类","文学","105","印度尼西亚语",\N,\N,\N,\N,"50212",\N
"印地语专业培养具有扎实的印地语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的印地语高级专门人才。该专业学生主要学习印地语、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到印地语、听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强能力。","外国语言文学类","文学","106","印地语",\N,\N,\N,\N,"50213",\N
"柬埔寨语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。本专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","107","柬埔寨语",\N,\N,\N,\N,"50214",\N
"老挝语专业培养具有扎实的老挝语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的老挝语高级专门人才。该专业学生主要学习老挝语语言、老挝语文学、文化、历史、政治、经济、国情、东南亚历史与文化等方面的基本理论和基本知识，受到老挝语听、说、读、写、译等技能的良好训练，掌握一定的科研方法，具有较强的从事翻译、研究、 教学、管理工作的能力。","外国语言文学类","文学","108","老挝语",\N,\N,\N,\N,"50215",\N
"缅甸语专业培养能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的德才兼备的缅甸语的高级专门人才。该专业学生主要学习缅甸语语言、缅甸语文学、文化、历史、政治、经济、国情、东南亚历史与文化等方面的基本理论和基本知识，受到缅甸语听、说、读、写、译等技能的良好训练，掌握一定的科研方法，具有较强的从事翻译、研究、 教学、管理工作的能力。","外国语言文学类","文学","109","缅甸语",\N,\N,\N,\N,"50216",\N
"马来语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的德才兼备的马来语高级专门人才。该专业学生主要学习马来语语言、马来语文学、文化、历史、政治、经济、国情、东南亚历史与文化等方面的基本理论和基本知识，受到马来语听、说、读、写、译等技能的良好训练，掌握一定的科研方法，具有较强的从事翻译、研究、 教学、管理工作的能力。","外国语言文学类","文学","110","马来语",\N,\N,\N,\N,"50217",\N
"蒙古语专业以培养具有宽口径、厚基础、高素质的复合型文科人才，亦即培养具有创新精神和实践能力的蒙古语言文学专业人才为主要目标。该专业学生主要学习蒙古语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到蒙古语听、说、读、写、译等方面的良好训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强能力。","外国语言文学类","文学","111","蒙古语",\N,\N,\N,\N,"50218",\N
"僧伽罗语专业培养具有扎实的相应语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","112","僧伽罗语",\N,\N,\N,\N,"50219",\N
"泰语专业培养具有扎实的相应语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","113","泰语",\N,\N,\N,\N,"50220",\N
"乌尔都语专业培养具有扎实的乌尔都语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的乌尔都语高级专门人才。该专业学生主要学习乌尔都语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到乌尔都语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强能力。","外国语言文学类","文学","114","乌尔都语",\N,\N,\N,\N,"50221",\N
"希伯来语专业培养具有扎实的相应语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。现代希伯来语主要由犹太人，研究犹太教和以色列的学者，以中东及其文明为研究方向的考古学家和语言学家，还有神学家在基督教神学院中使用。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","115","希伯来语",\N,\N,\N,\N,"50222",\N
"越南语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。本专业培养具有扎实的相应语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。本专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","116","越南语",\N,\N,\N,\N,"50223",\N
"豪萨语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","117","豪萨语",\N,\N,\N,\N,"50224",\N
"斯瓦希里语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。斯瓦希里语吸收了大量阿拉伯语借词，连语言的名称“斯瓦希里”来自阿拉伯文，为非洲主要通用语言。","外国语言文学类","文学","118","斯瓦希里语",\N,\N,\N,\N,"50225",\N
"阿尔巴尼亚语专业培养具有扎实的相应语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","119","阿尔巴尼亚语",\N,\N,\N,\N,"50226",\N
"保加利亚语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习保加利亚语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到保加利亚语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","120","保加利亚语",\N,\N,\N,\N,"50227",\N
"波兰语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。本专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","121","波兰语",\N,\N,\N,\N,"50228",\N
"捷克语专业培养具有扎实的捷克语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习捷克语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到捷克语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","122","捷克语",\N,\N,\N,\N,"50229",\N
"斯洛伐克语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。斯洛伐克语属于印欧语系斯拉夫语族西斯拉夫语支，同波兰语和捷克语以及索布语相近，特别是跟捷克语的使用者可以无障碍的交流。斯洛伐克语的使用者主要集中在中欧国家斯洛伐克及其周边国家及地区。","外国语言文学类","文学","123","斯洛伐克语",\N,\N,\N,\N,"50230",\N
"罗马尼亚语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","124","罗马尼亚语",\N,\N,\N,\N,"50231",\N
"葡萄牙语专业培养具有扎实的葡萄牙语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习葡萄牙语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到葡萄牙语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","125","葡萄牙语",\N,\N,\N,\N,"50232",\N
"瑞典语专业培养具有扎实的瑞典语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习瑞典语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到瑞典语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","126","瑞典语",\N,\N,\N,\N,"50233",\N
"塞尔维亚语专业培养具有扎实的塞尔维亚语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习塞尔维亚语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到塞尔维亚语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","127","塞尔维亚语",\N,\N,\N,\N,"50234",\N
"土耳其语专业培养具有扎实的士耳其语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。土耳其语专业，此专业相对冷门，开设此专业的院校非常少。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","128","土耳其语",\N,\N,\N,\N,"50235",\N
"希腊语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","129","希腊语",\N,\N,\N,\N,"50236",\N
"匈牙利语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。匈牙利语，也称马扎尔语（Magyarnyelv），属于乌拉尔语系芬兰一乌戈尔语族，乌戈尔语支。匈牙利人迁居后，就从操乌戈尔语族的大家庭中单独分离出来。尽管经历了千年沧桑，其生活方式也发生了巨变，但其母语芬兰一乌戈尔语却被较完整地继承下来。","外国语言文学类","文学","130","匈牙利语",\N,\N,\N,\N,"50237",\N
"意大利语专业培养具有扎实的意大利语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的意大利语高级专门人才。本专业学生主要学习意大利语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到意大利语听、说、读、写、译等方面良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强能力。","外国语言文学类","文学","131","意大利语",\N,\N,\N,\N,"50238",\N
"泰米尔语专业学生主要学习泰米尔语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到泰米尔语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","132","泰米尔语",\N,\N,\N,\N,"50239",\N
"普什图语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。普什图语（Pashto language,Pushtu language）是阿富汗斯坦普什图人的语言，与波斯语同为阿富汗斯坦的官方语言。采用阿拉伯字母来拼写。属印欧语系伊朗语族东支。分布于阿富汗斯坦和巴基斯坦西北地区。使用人口在阿富汗斯坦境内有1000多万，在巴基斯坦的西北地区也有近1000万。该专业学生主要学习普什图语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到普什图语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","133","普什图语",\N,\N,\N,\N,"50240",\N
"世界语专业是集听力，口语，写作，翻译为一体的外国语言文学专业。本专业旨在培养主动适应社会主义现代化建设和一带一路沿线国家地方经济发展的需要，德智体美全面发展，具有创新精神、创业能力和社会责任感，既有扎实的世界语语言基础和世界语专业知识，又有较强的世界语语言综合运用能力和比较广泛的科学文化知识、专业实践能力，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理等工作的复合型、应用型高级专业人才。这些学生能够与运用世界语的人无障碍交流，基本熟悉各种常用商业文书的写作方式和语言表达规范，能正常阅读各种世界语新闻与文件并具有翻译能力。","外国语言文学类","文学","134","世界语",\N,\N,\N,\N,"50241",\N
"孟加拉语是属于印欧语系印度的分支，是印度-伊朗语族在印地语之后第二大语言，但是此专业相对冷门，开设此专业的院校非常少。孟加拉语专业培养具有扎实的孟加拉语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的孟加拉语高级专门人才。","外国语言文学类","文学","135","孟加拉语",\N,\N,\N,\N,"50242",\N
"尼泊尔语专业培养具有扎实的尼泊尔语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习尼泊尔语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到尼泊尔语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","136","尼泊尔语",\N,\N,\N,\N,"50243",\N
"克罗地亚语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习相应语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到相应语听、说、读、写、译等方面的良好的熟巧训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","137","克罗地亚语",\N,\N,\N,\N,"50244",\N
"荷兰语专业培养具有扎实的荷兰语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。荷兰语是荷兰的官方语言，也是比利时的官方语言之一。荷兰语专业相对冷门，开设此专业的院校非常少。","外国语言文学类","文学","138","荷兰语",\N,\N,\N,\N,"50245",\N
"芬兰语专业培养具有扎实的芬兰语语言基础和比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的芬兰语高级专门人才。该专业相对冷门，开设此专业的院校非常少。芬兰语（Suomi）是芬兰人的语言，大部分(92%)国民的语言，也被境外芬兰族侨民所用。它属乌拉尔语系芬兰—乌戈尔语族，是芬兰的两种官方语言之一，也是瑞典的一种法定少数民族语言。（瑞典的芬兰语包括标准芬兰语和称为Menkieli的一种方言。）","外国语言文学类","文学","139","芬兰语",\N,\N,\N,\N,"50246",\N
"乌克兰语专业学生主要学习乌克兰语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到乌克兰语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。乌克兰语专业培养具有扎实的乌克兰语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。","外国语言文学类","文学","140","乌克兰语",\N,\N,\N,\N,"50247",\N
"挪威语专业培养具有扎实的相应语语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习挪威语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到挪威语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","141","挪威语",\N,\N,\N,\N,"50248",\N
"丹麦语专业学生主要学习丹麦语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到丹麦语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。丹麦语专业培养具有扎实的丹麦语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。","外国语言文学类","文学","142","丹麦语",\N,\N,\N,\N,"50249",\N
"冰岛语专业培养具有扎实的冰岛语言基础比较广泛的科学文化知识，能在外事、经贸、文化、新闻出版、教育、科研、旅游等部门从事翻译、研究、教学、管理工作的相应语言高级专门人才。该专业学生主要学习冰岛语语言、文学、历史、政治、经济、外交、社会文化等方面的基本理论和基本知识，受到冰岛语听、说、读、写、译等方面的良好的训练，掌握一定的科研方法，具有从事翻译、研究、教学、管理工作的业务水平及较好的素质和较强的能力。","外国语言文学类","文学","143","冰岛语",\N,\N,\N,\N,"50250",\N
