"经济学对理解与指导中国经济的改革与发展、对帮助人们在日常工作与生活中进行理性决策都具有十分重要的作用。作为社会科学中科学性较强的一门学科，经济学本身的发展充满了活力，同时也对社会科学其他学科--特别是管理学、法学、政治学的发展起着重要的推动作用，经济学的研究和应用具有广阔的前景。金融则是经济学应用最为广泛与深入的领域之一。经济与金融专业的学习可为众多的职业选择打下坚实的基础。毕业生一般会继续深造，类似攻读经济学之外的研究生，也有学生直接进入国家经济管理部门，服务于证券公司、投资银行、商业银行、保险公司、各类投资基金及管理公司等金融机构，以及在管理与财务咨询公司和大型工商企业就业等。","金融学类","经济学","21","经济与金融",\N,\N,\N,\N,"020307T",\N
"精算是一门运用概率数学理论和多种金融工具对经济活动进行分析预测的学问。在西方发达国家，精算在保险、投资、金融监管、社会保障以及其他与风险管理相关领域发挥着重要作用。精算师是同""未来不确定性""打交道的，宗旨是为金融决策提供依据。精算学在西方已经有三百年的历史，它是一门运用概率论等数学理论和多种金融工具，研究如何处理保险业及其他金融业中各种风险问题的定量方法和技术的学科，是现代保险业、金融投资业和社会保障事业发展的理论基础。","金融学类","经济学","22","精算学",\N,\N,\N,\N,"020308T",\N
"互联网金融（ITFIN）是指传统金融机构与互联网企业利用互联网技术和信息通信技术实现资金融通、支付、投资和信息中介服务的新型金融业务模式。互联网金融专业是传统金融行业与互联网精神相结合的专业，培养跨学科、复合型、高端互联网金融人才。是信息技术、互联网思维、金融学和企业管理完美结合、金融与技术深度融合。","金融学类","经济学","23","互联网金融",\N,\N,\N,\N,"020309T",\N
"科技金融属于产业金融的范畴，主要是指科技产业与金融产业的融合。经济的发展依靠科技推动，而科技产业的发展需要金融的强力助推。由于高科技企业通常是高风险的产业，同时融资需求比较大，因此，科技产业与金融产业的融合更多的是科技企业寻求融资的过程。","金融学类","经济学","24","金融科技",\N,\N,\N,\N,"020310T",\N
"国际经济与贸易专业培养适应中国经济与社会发展需要，了解现代国际经济与贸易环境和发展现状，熟悉通行的国际贸易规则、法律与惯例，了解中国对外贸易的政策法规，掌握经济学基本原理和国际贸易基本理论、基本知识，通晓最新的国际贸易业务运作方式与基本操作技能，能够无障碍地进行英语交流，具有国际视野、创新和开拓精神的应用型国际经贸人才。","经济与贸易类","经济学","25","国际经济与贸易",\N,\N,\N,\N,"20401",\N
"贸易经济专业注重内贸与外贸相结合、营销与管理相结合，以内贸、营销为主，重视学生综合能力的培养。该专业主要培养适应社会主义现代化建设需要的德才兼备、高素质复合型的能在工商贸企业从事贸易、营销与管理等实际业务工作和商贸部门管理的高级专门人才。","经济与贸易类","经济学","26","贸易经济",\N,\N,\N,\N,"20402",\N
"法学专业培养系统掌握法学知识，熟悉我国法律和党的相关政策，能在国家机关、企事业单位和社会团体、特别是能在立法机关、行政机关、检察机关、审判机关、仲裁机构和法律服务机构从事法律工作的高级专门人才。该专业学生主要学习法学的基本理论和基本知识，受到法学思维和法律实务的基本训练，具有运用法学理论和方法分析问题和运用法律管理事务与解决问题的基本能力。","法学类","法学","27","法学",\N,\N,\N,\N,"030101K",\N
"知识产权专业培养能在律师事务所、专利事务所、商标事务所等从事商标代理、专利代理等专门知识产权事务，同时也能在公、检、法等部门从事专门的知识产权司法审判及其他法律事务，或者在版权局、商标局、专利局、科技局等部门从事知识产权管理事务的知识产权专门人才。","法学类","法学","28","知识产权",\N,\N,\N,\N,"030102T",\N
"监狱学专业培养系统地掌握马克思主义基本原理和法学基础知识，掌握监狱刑罚学、劳动教养学、犯罪心理学等专业知识，具有打击刑事犯罪、预防刑事犯罪、改造罪犯以及教育管理劳动教养人员的业务能力，具有一定的计算机知识、外语水平和较强的文字口头表达能力，成为懂法律、懂外语、懂经济的高级专门人才。监狱学是以监狱法作为基本研究对象的科学，属于部门法学。监狱学除研究监狱法律制度外，还要研究监狱历史、狱政管理、罪犯教育、罪犯劳动、罪犯心理、监狱经济管理、监狱医疗卫生、监狱建筑和刑满释放人员的社会保护等极其广泛的内容。","法学类","法学","29","监狱学",\N,\N,\N,\N,"030103T",\N
"信用风险管理与法律防控专业是以开展化解信用管理领域法律风险、妥善处置矛盾纠纷，保障经济安全，增强社会诚信，提高社会治理能力的科学研究与人才培养为宗旨开办的专业。该专业培养德智体全面发展，掌握信用风险法律防控专业知识、能够化解信用管理领域法律风险、善于处置经济矛盾纠纷，保障市场主体合法权益，维护交易安全，理论功底扎实、创新能力及管理能力较强的高层次法律管理人才。该专业学生主要学习法学的基本理论和基本知识，信用管理知识。接受法学思维和法律实务的基本训练，具有运用法学理论和方法分析问题和运用法律管理事务与解决信用风险问题的基本能力","法学类","法学","30","信用风险管理与法律防控",\N,\N,\N,\N,"030104T",\N
